country,survey,item_code_code,item_code_name,priority,source,standard_food_code,standard_food_name
MWI,IHS5,414,LUNI,2,maps-team,404,NKHWANI
MWI,IHS5,414,MABILINGANO,2,maps-team,402,CABBAGE
MWI,IHS5,414,MFUTSO,2,maps-team,NA,NA
MWI,IHS5,414,MOLINA LEAVES,2,maps-team,NA,NA
MWI,IHS5,414,MORINGA,2,maps-team,NA,NA
MWI,IHS5,414,MPHONDA,2,maps-team,410,PUMPKIN
MWI,IHS5,414,MPILU,2,maps-team,403,TANAPOSI/RAPE
MWI,IHS5,414,MPIRU,2,maps-team,NA,NA
MWI,IHS5,414,MTAMBE,2,maps-team,404,NKHWANI
MWI,IHS5,414,MUSHROOM SOUP,2,maps-team,NA,NA
MWI,IHS5,414,NTAPASHA,2,maps-team,404,NKHWANI
MWI,IHS5,414,NTAPASHA (CASSAVA LEAVES),2,maps-team,404,NKHWANI
MWI,IHS5,414,PUPWE,2,maps-team,NA,NA
MWI,IHS5,414,RAPE,2,maps-team,403,TANAPOSI/RAPE
MWI,IHS5,414,SOA PIECES,2,maps-team,NA,NA
MWI,IHS5,414,THERERE,2,maps-team,411,OKRA / THERERE
MWI,IHS5,414,THERERE WACHINYOLOMONYA,2,maps-team,411,OKRA / THERERE
MWI,IHS5,414,WILD THERERE,2,maps-team,411,OKRA / THERERE
MWI,IHS5,515,ANTELOPE,2,maps-team,505,GOAT
MWI,IHS5,515,BIRD,2,maps-team,509,"OTHER POULTRY - GUINEA FOWL, DOVES, ETC"
MWI,IHS5,515,CRABS,2,maps-team,NA,NA
MWI,IHS5,515,DUCK,2,maps-team,509,"OTHER POULTRY - GUINEA FOWL, DOVES, ETC"
MWI,IHS5,515,GRASSHOPPER,2,maps-team,511,"TERMITES, OTHER INSECTS (EG NGUMBI, CATERPILLAR)"
MWI,IHS5,515,LOCUST,2,maps-team,511,"TERMITES, OTHER INSECTS (EG NGUMBI, CATERPILLAR)"
MWI,IHS5,515,MATEMBA,2,maps-team,NA,NA
MWI,IHS5,515,MINCE MEAT,2,maps-team,NA,NA
MWI,IHS5,515,NGWIME,2,maps-team,NA,NA
MWI,IHS5,515,NKHANO,2,maps-team,NA,NA
MWI,IHS5,515,NKHWALI,2,maps-team,509,"OTHER POULTRY - GUINEA FOWL, DOVES, ETC"
MWI,IHS5,515,NYENJE,2,maps-team,NA,NA
MWI,IHS5,515,SAUSAGE,2,maps-team,NA,NA
MWI,IHS5,515,SAYA PIECES,2,maps-team,NA,NA
MWI,IHS5,515,TSETSENYA (LOOKS LIKE IMSECTS,2,maps-team,511,"TERMITES, OTHER INSECTS (EG NGUMBI, CATERPILLAR)"
MWI,IHS5,515,ZIWALA,2,maps-team,511,"TERMITES, OTHER INSECTS (EG NGUMBI, CATERPILLAR)"
MWI,IHS5,610,CUSTARD APPLE,2,maps-team,609,APPLE
MWI,IHS5,610,GRAPES,2,maps-team,NA,NA
MWI,IHS5,610,GUAVAS,2,maps-team,606,GUAVA
MWI,IHS5,610,LEMON,2,maps-team,603,"CITRUS – NAARTJE, ORANGE, ETC"
MWI,IHS5,610,MAGAGADEYA,2,maps-team,NA,NA
MWI,IHS5,610,MAGHOKOLO,2,maps-team,NA,NA
MWI,IHS5,610,MANDALENA,2,maps-team,NA,NA
MWI,IHS5,610,MATOKOLO,2,maps-team,NA,NA
MWI,IHS5,610,MATOWO,2,maps-team,NA,NA
MWI,IHS5,610,MAXICAN APPLE,2,maps-team,609,APPLE
MWI,IHS5,610,MCHERENJE,2,maps-team,NA,NA
MWI,IHS5,610,MEAN APPLE,2,maps-team,609,APPLE
MWI,IHS5,610,MEXICAN APPLE,2,maps-team,609,APPLE
MWI,IHS5,610,MIPOZA,2,maps-team,NA,NA
MWI,IHS5,610,MKHAKA,2,maps-team,409,CUCUMBER
MWI,IHS5,610,NANAZI,2,maps-team,604,PINEAPPLE
MWI,IHS5,610,NTHUDZA,2,maps-team,NA,NA
MWI,IHS5,610,NUTS,2,maps-team,NA,NA
MWI,IHS5,610,"RASPBERRIES,STRAWBERRIES",2,maps-team,NA,NA
MWI,IHS5,610,WATER MELON,2,maps-team,NA,NA
MWI,IHS5,610,WATERMELON,2,maps-team,NA,NA
MWI,IHS5,610,WILD FRUIT,2,maps-team,608,"WILD FRUIT (MASAU, MALAMBE, ETC)"
MWI,IHS5,610,WILD LOQUAT,2,maps-team,608,"WILD FRUIT (MASAU, MALAMBE, ETC)"
MWI,IHS5,610,WILD PASSION FRUIT,2,maps-team,608,"WILD FRUIT (MASAU, MALAMBE, ETC)"
MWI,IHS5,709,CONDENSED MILK,2,maps-team,NA,NA
MWI,IHS5,709,FIRST CHOICE MILK,2,maps-team,701,FRESH MILK
MWI,IHS5,709,PEANUT BUTTER,2,maps-team,NA,NA
MWI,IHS5,804,MISALE,2,maps-team,108,SORGHUM (MAPIRA)
MWI,IHS5,804,OLIVE OIL,2,maps-team,NA,NA
MWI,IHS5,818,GREENPAPER,2,maps-team,NA,NA
MWI,IHS5,818,KHALE,2,maps-team,NA,NA
MWI,IHS5,818,MAYONNAISE,2,maps-team,NA,NA
MWI,IHS5,818,PEPPER,2,maps-team,811,SPICES
MWI,IHS5,818,ROYCO,2,maps-team,811,SPICES
MWI,IHS5,818,SODA,2,maps-team,812,"YEAST, BAKING POWDER, BICARBONATE OF SODA"
MWI,IHS5,830,CHIGEGE,2,maps-team,821,CHIPS (VENDOR)
MWI,IHS5,830,CHIKANDE/ CHINAKA,2,maps-team,NA,NA
MWI,IHS5,830,CHIMIMINA,2,maps-team,NA,NA
MWI,IHS5,830,COOKED SWEET POTATOES (VENDORS),2,maps-team,831,BOILED SWEET POTATOES
MWI,IHS5,830,FRIED MIXTURE OF MAIZE FLOUR/BANANA AND SODA,2,maps-team,827,"MANDAZI, DOUGHNUT (VENDOR)"
MWI,IHS5,830,IRISH POTATOES AND FLOUR,2,maps-team,821,CHIPS (VENDOR)
MWI,IHS5,830,KANYENYA,2,maps-team,NA,NA
MWI,IHS5,830,MBALAGA,2,maps-team,NA,NA
MWI,IHS5,830,MBALAGA (FRIED SWEETPOTATOES),2,maps-team,NA,NA
MWI,IHS5,830,MIXTURE OF MAIZE FLOUR/BANANA/SUGAR,2,maps-team,827,"MANDAZI, DOUGHNUT (VENDOR)"
MWI,IHS5,830,PUMPKINS,2,maps-team,410,PUMPKIN
MWI,IHS5,830,ROASTED SWEET POTATO,2,maps-team,832,ROASTED SWEET POTATOES
MWI,IHS5,830,ZIBHWENTE,2,maps-team,821,CHIPS (VENDOR)
MWI,IHS5,830,ZIBWEMPWE,2,maps-team,821,CHIPS (VENDOR)
MWI,IHS5,830,ZIBWENTE,2,maps-team,821,CHIPS (VENDOR)
MWI,IHS5,830,ZIGEDE,2,maps-team,821,CHIPS (VENDOR)
MWI,IHS5,916,BAKES,2,maps-team,906,FREEZES (FLAVOURED ICE)
MWI,IHS5,916,BAKES JUICE,2,maps-team,906,FREEZES (FLAVOURED ICE)
MWI,IHS5,916,CHIBUKU BEER,2,maps-team,908,CHIBUKU(COMMERCIAL TRADITIONAL-STYLE BEER)
MWI,IHS5,916,DRAGON  FROZY,2,maps-team,907,"SOFT DRINKS (COCA-COLA, FANTA, SPRITE, ETC)"
MWI,IHS5,916,ENERGY DRINK,2,maps-team,NA,NA
MWI,IHS5,916,FROZY,2,maps-team,907,"SOFT DRINKS (COCA-COLA, FANTA, SPRITE, ETC)"
MWI,IHS5,916,FROZY DRINK,2,maps-team,NA,NA
MWI,IHS5,916,JOLKY JUS,2,maps-team,906,FREEZES (FLAVOURED ICE)
MWI,IHS5,916,JOLLY JAS JUICE,2,maps-team,906,FREEZES (FLAVOURED ICE)
MWI,IHS5,916,KATATA,2,maps-team,411,OKRA / THERERE
MWI,IHS5,916,KINDI,2,maps-team,NA,NA
MWI,IHS5,916,POWDERED JUICE,2,maps-team,906,FREEZES (FLAVOURED ICE)
MWI,IHS5,916,THUMPS UP,2,maps-team,907,"SOFT DRINKS (COCA-COLA, FANTA, SPRITE, ETC)"
MWI,IHS5,916,WAKA JUICE,2,maps-team,906,FREEZES (FLAVOURED ICE)
MWI,IHS5,916,WATER HYACINTH,2,maps-team,NA,NA
MWI,IHS5,916,WINE,2,maps-team,914,WINE OR COMMERCIAL LIQUOR
