region,food_item_name,food_item_code,unit_code,unit_name,measure_id,factor
1,SORGHUM (MAPIRA),108,97,BASIN,1-97-108,3.4
2,SORGHUM (MAPIRA),108,97,BASIN,2-97-108,3.4
3,SORGHUM (MAPIRA),108,97,BASIN,3-97-108,3.4
1,GROUNDBEAN (NZAMA),307,97,BASIN,1-97-307,3.4
2,GROUNDBEAN (NZAMA),307,97,BASIN,2-97-307,3.4
3,GROUNDBEAN (NZAMA),307,97,BASIN,3-97-307,3.4
1,HONEY,817,84,CUP,1-84-817,0.49
2,HONEY,817,84,CUP,2-84-817,0.49
3,HONEY,817,84,CUP,3-84-817,0.49
1,COFFEE,902,25,TINA,1-25-902,0.27
2,COFFEE,902,25,TINA,2-25-902,0.27
3,COFFEE,902,25,TINA,3-25-902,0.27
1,ORANGE SWEET POTATO,204,97,BASIN,1-97-204,3.4
2,ORANGE SWEET POTATO,204,97,BASIN,2-97-204,3.4
3,ORANGE SWEET POTATO,204,97,BASIN,3-97-204,3.4
1,GROUNDNUT (SHELLED),311,97,BASIN,1-97-311,3.4
2,GROUNDNUT (SHELLED),311,97,BASIN,2-97-311,3.4
3,GROUNDNUT (SHELLED),311,97,BASIN,3-97-311,3.4
1,TANAPOSI/RAPE,403,97,BASIN,1-97-403,3.4
2,TANAPOSI/RAPE,403,97,BASIN,2-97-403,3.4
3,TANAPOSI/RAPE,403,97,BASIN,3-97-403,3.4
1,NKHWANI,404,4C,PAIL LARGE,1-4C-404,15
2,NKHWANI,404,4C,PAIL LARGE,2-4C-404,15
3,NKHWANI,404,4C,PAIL LARGE,3-4C-404,15
1,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,84,CUP,1-84-511,0.49
2,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,84,CUP,2-84-511,0.49
3,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,84,CUP,3-84-511,0.49
1,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,97,BASIN,1-97-511,3.4
2,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,97,BASIN,2-97-511,3.4
3,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,97,BASIN,3-97-511,3.4
1,CHAMBIKO  SOURED MILK,705,84,CUP,1-84-705,0.49
2,CHAMBIKO  SOURED MILK,705,84,CUP,2-84-705,0.49
3,CHAMBIKO  SOURED MILK,705,84,CUP,3-84-705,0.49
1,SALT,810,99D,200 GRAM,1-99D-810,0.2
2,SALT,810,99D,200 GRAM,2-99D-810,0.2
3,SALT,810,99D,200 GRAM,3-99D-810,0.2
1,CHIPS VENDOR,821,25A,TINA FLAT,1-25A-821,0.19
2,CHIPS VENDOR,821,25A,TINA FLAT,2-25A-821,0.19
3,CHIPS VENDOR,821,25A,TINA FLAT,3-25A-821,0.19
1,BISCUITS,113,42,50 GRAM,1-42-113,0.05
2,BISCUITS,113,42,50 GRAM,2-42-113,0.05
3,BISCUITS,113,42,50 GRAM,3-42-113,0.05
1,GATHERED WILD GREEN LEAVES,407,97,BASIN,1-97-407,3.4
2,GATHERED WILD GREEN LEAVES,407,97,BASIN,2-97-407,3.4
3,GATHERED WILD GREEN LEAVES,407,97,BASIN,3-97-407,3.4
1,GUAVA,606,4A,PAIL SMALL,1-4A-606,5.3
2,GUAVA,606,4A,PAIL SMALL,2-4A-606,5.3
3,GUAVA,606,4A,PAIL SMALL,3-4A-606,5.3
1,GREEN MAIZE,105,97,BASIN,1-97-105,3.4
2,GREEN MAIZE,105,97,BASIN,2-97-105,3.4
3,GREEN MAIZE,105,97,BASIN,3-97-105,3.4
1,BUTTER,704,42,50 GRAM,1-42-704,0.05
2,BUTTER,704,42,50 GRAM,2-42-704,0.05
3,BUTTER,704,42,50 GRAM,3-42-704,0.05
1,FRUIT JUICE,905,54,PACKET SMALL,1-54-905,0.5
2,FRUIT JUICE,905,54,PACKET SMALL,2-54-905,0.5
3,FRUIT JUICE,905,54,PACKET SMALL,3-54-905,0.5
1,THOBWA,912,25,TINA,1-25-912,0.27
2,THOBWA,912,25,TINA,2-25-912,0.27
3,THOBWA,912,25,TINA,3-25-912,0.27
1,PEARL MILLET (MCHEWERE),109,97,BASIN,1-97-109,3.4
2,PEARL MILLET (MCHEWERE),109,97,BASIN,2-97-109,3.4
3,PEARL MILLET (MCHEWERE),109,97,BASIN,3-97-109,3.4
1,WHEAT FLOUR,110,84,CUP,1-84-110,0.49
2,WHEAT FLOUR,110,84,CUP,2-84-110,0.49
3,WHEAT FLOUR,110,84,CUP,3-84-110,0.49
1,CASSAVA TUBERS,201,97,BASIN,1-97-201,3.4
2,CASSAVA TUBERS,201,97,BASIN,2-97-201,3.4
3,CASSAVA TUBERS,201,97,BASIN,3-97-201,3.4
1,"PLANTAIN, COOKING BANANA",207,10A,HEAP SMALL,1-10A-207,0.472
2,"PLANTAIN, COOKING BANANA",207,10A,HEAP SMALL,2-10A-207,0.472
3,"PLANTAIN, COOKING BANANA",207,10A,HEAP SMALL,3-10A-207,0.472
1,OTHER SPECIFY,301,54,PACKET SMALL,1-54-301,0.5
2,OTHER SPECIFY,301,54,PACKET SMALL,2-54-301,0.5
3,OTHER SPECIFY,301,54,PACKET SMALL,3-54-301,0.5
1,NKHWANI,404,4A,PAIL SMALL,1-4A-404,5.3
2,NKHWANI,404,4A,PAIL SMALL,2-4A-404,5.3
3,NKHWANI,404,4A,PAIL SMALL,3-4A-404,5.3
1,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,9C,PIECE LARGE,1-9C-406,0.2
2,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,9C,PIECE LARGE,2-9C-406,0.2
3,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,9C,PIECE LARGE,3-9C-406,0.2
1,GATHERED WILD GREEN LEAVES,407,4A,PAIL SMALL,1-4A-407,5.3
2,GATHERED WILD GREEN LEAVES,407,4A,PAIL SMALL,2-4A-407,5.3
3,GATHERED WILD GREEN LEAVES,407,4A,PAIL SMALL,3-4A-407,5.3
1,MUSHROOM,413,97,BASIN,1-97-413,3.4
2,MUSHROOM,413,97,BASIN,2-97-413,3.4
3,MUSHROOM,413,97,BASIN,3-97-413,3.4
1,GOAT,505,99E,500 GRAM,1-99E-505,0.5
2,GOAT,505,99E,500 GRAM,2-99E-505,0.5
3,GOAT,505,99E,500 GRAM,3-99E-505,0.5
1,OTHER SPECIFY,509,1,KILOGRAM,1-1-509,1
2,OTHER SPECIFY,509,1,KILOGRAM,2-1-509,1
1,CHICKEN PIECE,522,1,KILOGRAM,1-1-522,1
2,CHICKEN PIECE,522,1,KILOGRAM,2-1-522,1
3,CHICKEN PIECE,522,1,KILOGRAM,3-1-522,1
1,POWDERED MILK,702,19,MILLILITRE,1-19-702,0.001
2,POWDERED MILK,702,19,MILLILITRE,2-19-702,0.001
3,POWDERED MILK,702,19,MILLILITRE,3-19-702,0.001
1,SALT,810,25A,TINA FLAT,1-25A-810,0.19
2,SALT,810,25A,TINA FLAT,2-25A-810,0.19
3,SALT,810,25A,TINA FLAT,3-25A-810,0.19
1,ROASTED GROUNDNUTS,834,84,CUP,1-84-834,0.49
2,ROASTED GROUNDNUTS,834,84,CUP,2-84-834,0.49
3,ROASTED GROUNDNUTS,834,84,CUP,3-84-834,0.49
1,FRESH FISH (MEDIUM VARIETY),5032,97,BASIN,1-97-5032,3.4
2,FRESH FISH (MEDIUM VARIETY),5032,97,BASIN,2-97-5032,3.4
3,FRESH FISH (MEDIUM VARIETY),5032,97,BASIN,3-97-5032,3.4
1,GREEN MAIZE,105,10,HEAP,1-10-105,0.337
2,GREEN MAIZE,105,10,HEAP,2-10-105,0.337
3,GREEN MAIZE,105,10,HEAP,3-10-105,0.337
1,FINGER MILLET (MAWERE),107,19,MILLILITRE,1-19-107,0.001
2,FINGER MILLET (MAWERE),107,19,MILLILITRE,2-19-107,0.001
3,FINGER MILLET (MAWERE),107,19,MILLILITRE,3-19-107,0.001
1,FINGER MILLET (MAWERE),107,84,CUP,1-84-107,0.49
2,FINGER MILLET (MAWERE),107,84,CUP,2-84-107,0.49
3,FINGER MILLET (MAWERE),107,84,CUP,3-84-107,0.49
1,BISCUITS,113,54,SMALL PACKET,1-54-113,0.15
2,BISCUITS,113,54,SMALL PACKET,2-54-113,0.15
3,BISCUITS,113,54,SMALL PACKET,3-54-113,0.15
1,MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED),118,97,BASIN,1-97-118,3.4
2,MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED),118,97,BASIN,2-97-118,3.4
3,MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED),118,97,BASIN,3-97-118,3.4
1,CASSAVA FLOUR,202,15,LITRE,1-15-202,1
2,CASSAVA FLOUR,202,15,LITRE,2-15-202,1
3,CASSAVA FLOUR,202,15,LITRE,3-15-202,1
1,"BEAN, WHITE",301,19,MILLILITRE,1-19-301,0.001
2,"BEAN, WHITE",301,19,MILLILITRE,2-19-301,0.001
3,"BEAN, WHITE",301,19,MILLILITRE,3-19-301,0.001
1,"BEAN, WHITE",301,99E,500 GRAM,1-99E-301,0.5
2,"BEAN, WHITE",301,99E,500 GRAM,2-99E-301,0.5
3,"BEAN, WHITE",301,99E,500 GRAM,3-99E-301,0.5
1,GROUNDNUT FLOUR,305,97,BASIN,1-97-305,3.4
2,GROUNDNUT FLOUR,305,97,BASIN,2-97-305,3.4
3,GROUNDNUT FLOUR,305,97,BASIN,3-97-305,3.4
1,GROUNDNUT (SHELLED),311,19,MILLILITRE,1-19-311,0.001
2,GROUNDNUT (SHELLED),311,19,MILLILITRE,2-19-311,0.001
3,GROUNDNUT (SHELLED),311,19,MILLILITRE,3-19-311,0.001
1,CABBAGE,402,25,TINA,1-25-402,0.27
2,CABBAGE,402,25,TINA,2-25-402,0.27
3,CABBAGE,402,25,TINA,3-25-402,0.27
1,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,4A,PAIL SMALL,1-4A-406,5.3
2,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,4A,PAIL SMALL,2-4A-406,5.3
3,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,4A,PAIL SMALL,3-4A-406,5.3
1,BANANA,602,6,NO.. 10 PLATE,1-6-602,0.5
2,BANANA,602,6,NO.. 10 PLATE,2-6-602,0.5
3,BANANA,602,6,NO.. 10 PLATE,3-6-602,0.5
1,"CITRUS – NAARTJE, ORANGE, ETC",603,1,KILOGRAM,1-1-603,1
3,"CITRUS – NAARTJE, ORANGE, ETC",603,1,KILOGRAM,3-1-603,1
1,"CITRUS – NAARTJE, ORANGE, ETC",603,4A,PAIL SMALL,1-4A-603,5.3
2,"CITRUS – NAARTJE, ORANGE, ETC",603,4A,PAIL SMALL,2-4A-603,5.3
3,"CITRUS – NAARTJE, ORANGE, ETC",603,4A,PAIL SMALL,3-4A-603,5.3
1,"WILD FRUIT MASAU, MALAMBE, ETC",608,4A,PAIL SMALL,1-4A-608,5.3
2,"WILD FRUIT MASAU, MALAMBE, ETC",608,4A,PAIL SMALL,2-4A-608,5.3
3,"WILD FRUIT MASAU, MALAMBE, ETC",608,4A,PAIL SMALL,3-4A-608,5.3
1,YOGHURT,706,25,TINA,1-25-706,0.27
2,YOGHURT,706,25,TINA,2-25-706,0.27
3,YOGHURT,706,25,TINA,3-25-706,0.27
1,HONEY,817,97,BASIN,1-97-817,3.4
2,HONEY,817,97,BASIN,2-97-817,3.4
3,HONEY,817,97,BASIN,3-97-817,3.4
1,KALONGONDA (MUCUNA),837,25B,TINA HEAPED,1-25B-837,0.27
2,KALONGONDA (MUCUNA),837,25B,TINA HEAPED,2-25B-837,0.27
3,KALONGONDA (MUCUNA),837,25B,TINA HEAPED,3-25B-837,0.27
1,"SOFT DRINKS (COCA-COLA, FANTA, SPRITE ETC)",907,42,50 GRAM,1-42-907,0.05
2,"SOFT DRINKS (COCA-COLA, FANTA, SPRITE ETC)",907,42,50 GRAM,2-42-907,0.05
3,"SOFT DRINKS (COCA-COLA, FANTA, SPRITE ETC)",907,42,50 GRAM,3-42-907,0.05
1,TRADITIONAL BEER (MASESE),913,4A,PAIL SMALL,1-4A-913,5.3
2,TRADITIONAL BEER (MASESE),913,4A,PAIL SMALL,2-4A-913,5.3
3,TRADITIONAL BEER (MASESE),913,4A,PAIL SMALL,3-4A-913,5.3
1,SUN DRIED FISH (SMALL VARIETY),5023,97,BASIN,1-97-5023,3.4
2,SUN DRIED FISH (SMALL VARIETY),5023,97,BASIN,2-97-5023,3.4
3,SUN DRIED FISH (SMALL VARIETY),5023,97,BASIN,3-97-5023,3.4
1,FRESH FISH (MEDIUM VARIETY),5032,84,CUP,1-84-5032,0.49
2,FRESH FISH (MEDIUM VARIETY),5032,84,CUP,2-84-5032,0.49
3,FRESH FISH (MEDIUM VARIETY),5032,84,CUP,3-84-5032,0.49
1,FRESH FISH (SMALL VARIETY),5033,84,CUP,1-84-5033,0.49
2,FRESH FISH (SMALL VARIETY),5033,84,CUP,2-84-5033,0.49
3,FRESH FISH (SMALL VARIETY),5033,84,CUP,3-84-5033,0.49
1,FRESH FISH (SMALL VARIETY),5033,97,BASIN,1-97-5033,3.4
2,FRESH FISH (SMALL VARIETY),5033,97,BASIN,2-97-5033,3.4
3,FRESH FISH (SMALL VARIETY),5033,97,BASIN,3-97-5033,3.4
1,MAIZE UFA REFINED (FINE FLOUR),102,25A,TINA FLAT,1-25A-102,0.19
2,MAIZE UFA REFINED (FINE FLOUR),102,25A,TINA FLAT,2-25A-102,0.19
3,MAIZE UFA REFINED (FINE FLOUR),102,25A,TINA FLAT,3-25A-102,0.19
1,MAIZE UFA REFINED (FINE FLOUR),102,25B,TINA HEAPED,1-25B-102,0.27
2,MAIZE UFA REFINED (FINE FLOUR),102,25B,TINA HEAPED,2-25B-102,0.27
3,MAIZE UFA REFINED (FINE FLOUR),102,25B,TINA HEAPED,3-25B-102,0.27
1,MAIZE GRAIN (NOT AS UFA),104,19,MILLILITRE,1-19-104,0.001
2,MAIZE GRAIN (NOT AS UFA),104,19,MILLILITRE,2-19-104,0.001
3,MAIZE GRAIN (NOT AS UFA),104,19,MILLILITRE,3-19-104,0.001
1,GREEN MAIZE,105,84,CUP,1-84-105,0.49
2,GREEN MAIZE,105,84,CUP,2-84-105,0.49
3,GREEN MAIZE,105,84,CUP,3-84-105,0.49
1,FINGER MILLET (MAWERE),107,97,BASIN,1-97-107,3.4
2,FINGER MILLET (MAWERE),107,97,BASIN,2-97-107,3.4
3,FINGER MILLET (MAWERE),107,97,BASIN,3-97-107,3.4
1,BISCUITS,113,99,90 GRAM,1-99-113,0.09
2,BISCUITS,113,99,90 GRAM,2-99-113,0.09
3,BISCUITS,113,99,90 GRAM,3-99-113,0.09
1,BISCUITS,113,99F,60 GRAM,1-99F-113,0.06
2,BISCUITS,113,99F,60 GRAM,2-99F-113,0.06
3,BISCUITS,113,99F,60 GRAM,3-99F-113,0.06
1,BREAKFAST CEREALS,115,4A,PAIL SMALL,1-4A-115,5.3
2,BREAKFAST CEREALS,115,4A,PAIL SMALL,2-4A-115,5.3
3,BREAKFAST CEREALS,115,4A,PAIL SMALL,3-4A-115,5.3
1,BREAKFAST CEREALS,115,84,CUP,1-84-115,0.49
2,BREAKFAST CEREALS,115,84,CUP,2-84-115,0.49
3,BREAKFAST CEREALS,115,84,CUP,3-84-115,0.49
1,INFANT FEEDING CEREALS,116,99G,300 GRAM,1-99G-116,0.3
2,INFANT FEEDING CEREALS,116,99G,300 GRAM,2-99G-116,0.3
3,INFANT FEEDING CEREALS,116,99G,300 GRAM,3-99G-116,0.3
1,CASSAVA FLOUR,202,81,10L BUCKET,1-81-202,9.9
2,CASSAVA FLOUR,202,81,10L BUCKET,2-81-202,9.9
3,CASSAVA FLOUR,202,81,10L BUCKET,3-81-202,9.9
1,"CITRUS – NAARTJE, ORANGE, ETC",603,78,DOZEN,1-78-603,0.84
2,"CITRUS – NAARTJE, ORANGE, ETC",603,78,DOZEN,2-78-603,0.84
3,"CITRUS – NAARTJE, ORANGE, ETC",603,78,DOZEN,3-78-603,0.84
1,TRADITIONAL BEER (MASESE),913,84,CUP,1-84-913,0.49
2,TRADITIONAL BEER (MASESE),913,84,CUP,2-84-913,0.49
3,TRADITIONAL BEER (MASESE),913,84,CUP,3-84-913,0.49
1,"CITRUS – NAARTJE, ORANGE, ETC",603,26,5L BUCKET,1-26-603,5.3
2,"CITRUS – NAARTJE, ORANGE, ETC",603,26,5L BUCKET,2-26-603,5.3
3,"CITRUS – NAARTJE, ORANGE, ETC",603,26,5L BUCKET,3-26-603,5.3
1,TEA,901,15,LITRE,1-15-901,1
2,TEA,901,15,LITRE,2-15-901,1
3,TEA,901,15,LITRE,3-15-901,1
1,"BEAN, BROWN",302,19,MILLILITRE,1-19-302,0.001
2,"BEAN, BROWN",302,19,MILLILITRE,2-19-302,0.001
3,"BEAN, BROWN",302,19,MILLILITRE,3-19-302,0.001
1,TEA,901,99A,100 GRAM,1-99A-901,0.1
2,TEA,901,99A,100 GRAM,2-99A-901,0.1
3,TEA,901,99A,100 GRAM,3-99A-901,0.1
1,SPICES,811,99A,100 GRAM,1-99A-811,0.1
2,SPICES,811,99A,100 GRAM,2-99A-811,0.1
3,SPICES,811,99A,100 GRAM,3-99A-811,0.1
1,FISH VENDOR,826,84,CUP,1-84-826,0.49
2,FISH VENDOR,826,84,CUP,2-84-826,0.49
3,FISH VENDOR,826,84,CUP,3-84-826,0.49
1,KALONGONDA (MUCUNA),837,26,5L BUCKET,1-26-837,5.3
2,KALONGONDA (MUCUNA),837,26,5L BUCKET,2-26-837,5.3
3,KALONGONDA (MUCUNA),837,26,5L BUCKET,3-26-837,5.3
1,FREEZES (FLAVOURED ICE),906,54,SMALL PACKET,1-54-906,0.15
2,FREEZES (FLAVOURED ICE),906,54,SMALL PACKET,2-54-906,0.15
3,FREEZES (FLAVOURED ICE),906,54,SMALL PACKET,3-54-906,0.15
1,THOBWA,912,4A,PAIL SMALL,1-4A-912,5.3
2,THOBWA,912,4A,PAIL SMALL,2-4A-912,5.3
3,THOBWA,912,4A,PAIL SMALL,3-4A-912,5.3
1,FRESH FISH MEDIUM VARIETY,5032,26,5L BUCKET,1-26-5032,5.3
2,FRESH FISH MEDIUM VARIETY,5032,26,5L BUCKET,2-26-5032,5.3
3,FRESH FISH MEDIUM VARIETY,5032,26,5L BUCKET,3-26-5032,5.3
1,GREEN MAIZE,105,26,5L BUCKET,1-26-105,5.3
2,GREEN MAIZE,105,26,5L BUCKET,2-26-105,5.3
3,GREEN MAIZE,105,26,5L BUCKET,3-26-105,5.3
1,WHITE SWEET POTATO,203,25,TINA,1-25-203,0.27
2,WHITE SWEET POTATO,203,25,TINA,2-25-203,0.27
3,WHITE SWEET POTATO,203,25,TINA,3-25-203,0.27
1,ORANGE SWEET POTATO,204,25,TINA,1-25-204,0.27
2,ORANGE SWEET POTATO,204,25,TINA,2-25-204,0.27
3,ORANGE SWEET POTATO,204,25,TINA,3-25-204,0.27
1,ORANGE SWEET POTATO,204,4F,GABA PAIL,1-4F-204,7.85
2,ORANGE SWEET POTATO,204,4F,GABA PAIL,2-4F-204,7.85
3,ORANGE SWEET POTATO,204,4F,GABA PAIL,3-4F-204,7.85
1,POTATO CRISPS,206,26,5L BUCKET,1-26-206,5.3
2,POTATO CRISPS,206,26,5L BUCKET,2-26-206,5.3
3,POTATO CRISPS,206,26,5L BUCKET,3-26-206,5.3
1,OTHER SPECIFY,209,1,KILOGRAM,1-1-209,1
2,OTHER SPECIFY,209,1,KILOGRAM,2-1-209,1
3,OTHER SPECIFY,209,1,KILOGRAM,3-1-209,1
1,"BEAN, WHITE",301,97,BASIN,1-97-301,3.4
2,"BEAN, WHITE",301,97,BASIN,2-97-301,3.4
3,"BEAN, WHITE",301,97,BASIN,3-97-301,3.4
1,THOBWA,912,4D,PAIL UNSPECIFIED,1-4D-912,4.9
2,THOBWA,912,4D,PAIL UNSPECIFIED,2-4D-912,4.9
3,THOBWA,912,4D,PAIL UNSPECIFIED,3-4D-912,4.9
1,"BEAN, WHITE",301,4D,PAIL UNSPECIFIED,1-4D-301,4.9
2,"BEAN, WHITE",301,4D,PAIL UNSPECIFIED,2-4D-301,4.9
3,"BEAN, WHITE",301,4D,PAIL UNSPECIFIED,3-4D-301,4.9
1,PEGION PEA (NANDOLO),303,4A,PAIL SMALL,1-4A-303,5.3
2,PEGION PEA (NANDOLO),303,4A,PAIL SMALL,2-4A-303,5.3
3,PEGION PEA (NANDOLO),303,4A,PAIL SMALL,3-4A-303,5.3
1,GROUNDNUT FLOUR,305,42,50 GRAM,1-42-305,0.05
2,GROUNDNUT FLOUR,305,42,50 GRAM,2-42-305,0.05
3,GROUNDNUT FLOUR,305,42,50 GRAM,3-42-305,0.05
1,SOYABEAN FLOUR,306,42,50 GRAM,1-42-306,0.05
2,SOYABEAN FLOUR,306,42,50 GRAM,2-42-306,0.05
3,SOYABEAN FLOUR,306,42,50 GRAM,3-42-306,0.05
1,COWPEA (KHOBWE),308,4F,GABA PAIL,1-4F-308,7.85
2,COWPEA (KHOBWE),308,4F,GABA PAIL,2-4F-308,7.85
3,COWPEA (KHOBWE),308,4F,GABA PAIL,3-4F-308,7.85
1,TANAPOSI/RAPE,403,25,TINA,1-25-403,0.27
2,TANAPOSI/RAPE,403,25,TINA,2-25-403,0.27
3,TANAPOSI/RAPE,403,25,TINA,3-25-403,0.27
1,NKHWANI,404,4D,PAIL UNSPECIFIED,1-4D-404,4.9
2,NKHWANI,404,4D,PAIL UNSPECIFIED,2-4D-404,4.9
3,NKHWANI,404,4D,PAIL UNSPECIFIED,3-4D-404,4.9
1,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,1,KILOGRAM,1-1-406,1
2,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,1,KILOGRAM,2-1-406,1
3,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,1,KILOGRAM,3-1-406,1
1,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,26,5L BUCKET,1-26-406,5.3
2,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,26,5L BUCKET,2-26-406,5.3
3,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,26,5L BUCKET,3-26-406,5.3
1,GATHERED WILD GREEN LEAVES,407,15,LITRE,1-15-407,1
2,GATHERED WILD GREEN LEAVES,407,15,LITRE,2-15-407,1
3,GATHERED WILD GREEN LEAVES,407,15,LITRE,3-15-407,1
1,GATHERED WILD GREEN LEAVES,407,26,5L BUCKET,1-26-407,5.3
2,GATHERED WILD GREEN LEAVES,407,26,5L BUCKET,2-26-407,5.3
3,GATHERED WILD GREEN LEAVES,407,26,5L BUCKET,3-26-407,5.3
1,TOMATO,408,4F,GABA PAIL,1-4F-408,7.85
2,TOMATO,408,4F,GABA PAIL,2-4F-408,7.85
3,TOMATO,408,4F,GABA PAIL,3-4F-408,7.85
1,PUMPKIN,410,1,KILOGRAM,1-1-410,1
2,PUMPKIN,410,1,KILOGRAM,2-1-410,1
3,PUMPKIN,410,1,KILOGRAM,3-1-410,1
1,PUMPKIN,410,25,TINA,1-25-410,0.27
2,PUMPKIN,410,25,TINA,2-25-410,0.27
3,PUMPKIN,410,25,TINA,3-25-410,0.27
1,PUMPKIN,410,97,BASIN,1-97-410,3.4
2,PUMPKIN,410,97,BASIN,2-97-410,3.4
3,PUMPKIN,410,97,BASIN,3-97-410,3.4
1,OKRA,411,15,LITRE,1-15-411,1
2,OKRA,411,15,LITRE,2-15-411,1
3,OKRA,411,15,LITRE,3-15-411,1
1,TINNED VEGETABLES (SPECIFY),412,25,TINA,1-25-412,0.27
2,TINNED VEGETABLES (SPECIFY),412,25,TINA,2-25-412,0.27
3,TINNED VEGETABLES (SPECIFY),412,25,TINA,3-25-412,0.27
1,MUSHROOM,413,4A,PAIL SMALL,1-4A-413,5.3
2,MUSHROOM,413,4A,PAIL SMALL,2-4A-413,5.3
3,MUSHROOM,413,4A,PAIL SMALL,3-4A-413,5.3
1,MUSHROOM,413,25B,TINA HEAPED,1-25B-413,0.27
2,MUSHROOM,413,25B,TINA HEAPED,2-25B-413,0.27
3,MUSHROOM,413,25B,TINA HEAPED,3-25B-413,0.27
1,"SMALL ANIMAL – RABBIT, MICE, ETC",510,25,TINA,1-25-510,0.27
2,"SMALL ANIMAL – RABBIT, MICE, ETC",510,25,TINA,2-25-510,0.27
3,"SMALL ANIMAL – RABBIT, MICE, ETC",510,25,TINA,3-25-510,0.27
1,"SMALL ANIMAL – RABBIT, MICE, ETC",510,97,BASIN,1-97-510,3.4
2,"SMALL ANIMAL – RABBIT, MICE, ETC",510,97,BASIN,2-97-510,3.4
3,"SMALL ANIMAL – RABBIT, MICE, ETC",510,97,BASIN,3-97-510,3.4
1,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,25B,TINA HEAPED,1-25B-511,0.27
2,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,25B,TINA HEAPED,2-25B-511,0.27
3,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,25B,TINA HEAPED,3-25B-511,0.27
1,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,15,LITRE,1-15-511,1
2,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,15,LITRE,2-15-511,1
3,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,15,LITRE,3-15-511,1
1,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,19,MILLILITRE,1-19-511,0.001
2,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,19,MILLILITRE,2-19-511,0.001
3,"TERMITES, OTHER INSECTS EG NGUMBI, CATERPILLAR",511,19,MILLILITRE,3-19-511,0.001
1,FISH SOUP/SAUCE,514,84,CUP,1-84-514,0.49
2,FISH SOUP/SAUCE,514,84,CUP,2-84-514,0.49
3,FISH SOUP/SAUCE,514,84,CUP,3-84-514,0.49
1,MANGO,601,18,GRAM,1-18-601,0.001
2,MANGO,601,18,GRAM,2-18-601,0.001
3,MANGO,601,18,GRAM,3-18-601,0.001
1,"CITRUS – NAARTJE, ORANGE, ETC",603,81,10L BUCKET,1-81-603,9.9
2,"CITRUS – NAARTJE, ORANGE, ETC",603,81,10L BUCKET,2-81-603,9.9
3,"CITRUS – NAARTJE, ORANGE, ETC",603,81,10L BUCKET,3-81-603,9.9
1,GUAVA,606,15,LITRE,1-15-606,1
2,GUAVA,606,15,LITRE,2-15-606,1
3,GUAVA,606,15,LITRE,3-15-606,1
1,GUAVA,606,4D,PAIL UNSPECIFIED,1-4D-606,4.9
2,GUAVA,606,4D,PAIL UNSPECIFIED,2-4D-606,4.9
3,GUAVA,606,4D,PAIL UNSPECIFIED,3-4D-606,4.9
1,"WILD FRUIT MASAU, MALAMBE, ETC",608,26,5L BUCKET,1-26-608,5.3
2,"WILD FRUIT MASAU, MALAMBE, ETC",608,26,5L BUCKET,2-26-608,5.3
3,"WILD FRUIT MASAU, MALAMBE, ETC",608,26,5L BUCKET,3-26-608,5.3
1,Fresh milk,701,25A,SMALL SARCHET,1-25A-701,0.15
2,Fresh milk,701,25A,SMALL SARCHET,2-25A-701,0.15
3,Fresh milk,701,25A,SMALL SARCHET,3-25A-701,0.15
1,Fresh milk,701,25B,MEDIUM SARCHET,1-25B-701,0.5
2,Fresh milk,701,25B,MEDIUM SARCHET,2-25B-701,0.5
3,Fresh milk,701,25B,MEDIUM SARCHET,3-25B-701,0.5
1,Fresh milk,701,25,TINA,1-25-701,0.27
